nakalilibang sinasaad  kawili-wili  sinasabi
bantog bigat  tanyag  timbang
hampas sigaw  palo  hiyaw
sigaw sumpa  hiyaw  panata
tibok uri  pintig  klase
haka mahigpit  hinala  istrikto
pulo suweldo  isla  sahod
bintang gitna  paratang  sentro
prutas titik  bungang-kahoy  letra
kaakit-akit sandata  maalindog  armas
sakay suntok  lulan  sapok
dami magmadali  bilang  mag-apura
giba makitid  wasak  makipot
prutas suweldo  bungang-kahoy  sahod
aksidente maalaga  sakuna  maaruga
dala tama  hatid  tumpak
maawain matagal  mahabagin  malaon
tuwina wakas  lagi  katapusan
katarungan simot  hustisya  said
mayabang paaralan  hambog  eskuwelahan
anyaya saranggola  imbita  guryon
bulok libingan  panis  sementeryo
bilanggo wakas  preso  katapusan
alam paaralan  batid  eskuwelahan
dala pamilya  hatid  mag-anak
malakas paligsahan  matibay  timpalak
makata tuwa  poeta  galak
hurno masarap  pugon  malinamnam
magkagalit mag-utos  magkaaway  mag-atas
tirahan tiyak  tahanan  sigurado
magastos palingun-lingon  magugol  palinga-linga
gitna makata  sentro  poeta
sidhi ulam  tindi  putahe
nakaraan simula  nakalipas  umpisa
serbisyo simula  paglilingkod  umpisa
tibok tuwa  pintig  galak
kaakit-akit puhunan  maalindog  kapital
gramatika pakiusap  balarila  samo
hangad magkalaban  nais  magkatunggali
palingun-lingon sandata  palinga-linga  armas
pamilya pumalit  mag-anak  humalili
bantog nakatago  tanyag  nakakubli
pag-ibig problema  pagmamahal  suliranin
basahan mahalaga  trapo  importante
likha talaan  gawa  listahan
sakop serbisyo  saklaw  paglilingkod
makitid masipag  makipot  matiyaga
dahan-dahan hardin  hinay-hinay  halamanan
paningin umako  pananaw  umamin
asal magduda  ugali  mag-alinlangan
magtiis tamad  magdusa  batugan
tadhana talaan  kapalaran  listahan
uri wakas  klase  katapusan
gitna malamig  sentro  maginaw
lansangan pulo  kalye  isla
asal saranggola  ugali  guryon
paaralan ulam  eskuwelahan  putahe
anyo magusot  itsura  malukot
magkalaban taksil  magkatunggali  traidor
malubha pumutok  malala  sumabog
bigat hugis  timbang  korte
lunas saksi  remedyo  testigo
alam liham  batid  sulat
alapaap gusto ibig  ulap  hilig
maliit puwersa  munti  lakas
talaan ulam  listahan  putahe
libingan paningin  sementeryo  pananaw
sakay umako  lulan  umamin
mapagbigay saksi  bukas-palad  testigo
sidhi suwail  tindi  sutil
matamo saranggola  makamit  guryon
masarap wika  malinamnam  lengguwahe
duwag magastos  bahag-buntot  magugol
saysay umiwas  kabuluhan  umilag
edad pursiyento  gulang  bahagdan
pulo tamad  isla  batugan
baliktad dalampasigan  tiwarik  baybayin
wakas wika  katapusan  lengguwahe
bukod-tangi lugar  naiiba  pook
malakas wika  matibay  lengguwahe
hugis ulam  korte  putahe
tiyak tuwina  sigurado  lagi
deretso desisyon  tuwid  pasiya
matamo pulo  makamit  isla
harang magmadali  hadlang  mag-apura
saksi uri  testigo  klase
damdamin magkagalit  saloobin  magkaaway
liham paningin  sulat  pananaw
alaala matalim  gunita  matalas
pamilya tiyak  mag-anak  sigurado
saranggola wika  guryon  lengguwahe
haka sidhi  hinala  tindi
magtiis plato  magdusa  pinggan
saksi suntok  testigo  sapok
pangarap puwersa  mithi  lakas
simula talaan  umpisa  listahan
upuan uri  silya  klase
dekorasyon kadamay  palamuti  kasangkot
handog tamad  alay  batugan
sagisag uri  simbolo  klase
butil magulat  buto  mabigla
dilat madalas  mulat  malimit
tuwa tuwina  galak  lagi
bilanggo eksperto  preso  dalubhasa
tadhana ulam  kapalaran  putahe
bulok pila  panis  hanay
puwersa sigaw  lakas  hiyaw
serbisyo tunay  paglilingkod  totoo
lugar pasikut-sikot  pook  paliguy-ligoy
mag-utos nakaraan  mag-atas  nakalipas
katas pumutok  dagta  sumabog
paligsahan tuwina  timpalak  lagi
mabuti nakatago  mainam  nakakubli
pakiusap saysay  samo  kabuluhan
nakatago palengke  nakakubli  pamilihan
opisina palengke  tanggapan  pamilihan
malinaw tamad  maliwanag  batugan
titik tiyak  letra  sigurado
mahalaga mayabang  importante  hambog
suwail tiyak  sutil  sigurado
haka magulat  hinala  mabigla
likha paningin  gawa  pananaw
talaan tibok  listahan  pintig
kuwento lunas  salaysay  remedyo
bunga pakiusap  resulta  samo
tala umako  bituin  umamin
aksidente braso  sakuna  bisig
labag liham  ilegal  sulat
magmukmok sinasaad  magmaktol  sinasabi
alaala eksperto  gunita  dalubhasa
berde tibok  luntian  pintig
saranggola tapang  guryon  lakas-loob
pakiusap wika  samo  lengguwahe
bagyo mabuti  unos  mainam
palayaw pangarap  tawag  mithi
masipag sumpa  matiyaga  panata
mag-utos sidhi  mag-atas  tindi
hanapbuhay sang-ayon  trabaho  pabor
pantalon uri  salawal  klase
libingan maliit  sementeryo  munti
bata premyo  musmos  gantimpala
duwag premyo  bahag-buntot  gantimpala
sagot tamad  tugon  batugan
damdamin maliit  saloobin  munti
kama pangulo  higaan  presidente
huwaran tiyak  modelo  sigurado
bata puhunan  musmos  kapital
dulo sandata  hangganan  armas
nakaraan pangarap  nakalipas  mithi
dahilan tama  sanhi  tumpak
huwaran sigaw  modelo  hiyaw
kadamay lakbay  kasangkot  biyahe
hugis sawi  korte  bigo
sinasaad taksil  sinasabi  traidor
boses kuwento  tinig  salaysay
batayan pumalit  basehan  humalili
grupo upuan  pangkat  silya
sidhi tapang  tindi  lakas-loob
gusto ibig karaniwan  hilig  ordinaryo
sagisag tiyak  simbolo  sigurado
buod magkagalit  lagom  magkaaway
magtira palayaw  magtabi  tawag
makata paningin  poeta  pananaw
bata saksi  musmos  testigo
libingan madalas  sementeryo  malimit
sang-ayon silbi  pabor  gamit
kamukha mabaho  kahawig  maalingasaw
lunas sakay  remedyo  lulan
silbi tala  gamit  bituin
silbi suntok  gamit  sapok
kasabay malakas  kasama  matibay
madalas opisina  malimit  tanggapan
anyo mabango  itsura  mahalimuyak
grupo sang-ayon  pangkat  pabor
umako umiwas  umamin  umilag
bagyo kriminal  unos  salarin
nakatago saysay  nakakubli  kabuluhan
duwag makintab  bahag-buntot  makinang
magkagalit pila  magkaaway  hanay
problema upuan  suliranin  silya
paligsahan paningin  timpalak  pananaw
tulong tuwina  suporta  lagi
damdamin magisip-isip  saloobin  magmuni-muni
anyo dekorasyon  itsura  palamuti
mabango saksi  mahalimuyak  testigo
wakas wika  katapusan  lengguwahe
magkagalit palayaw  magkaaway  tawag
sumpa tamad  panata  batugan
dahilan saksi  sanhi  testigo
sumpa umiwas  panata  umilag
sandata taksil  armas  traidor
libingan uri  sementeryo  klase
nakalilibang paningin  kawili-wili  pananaw
sakop saysay  saklaw  kabuluhan
masipag tala  matiyaga  bituin
pangarap sakay  mithi  lulan
katarungan pumutok  hustisya  sumabog
pulo wakas  isla  katapusan
magkalaban tibok  magkatunggali  pintig
bihira pila  madalang  hanay
dala likas  hatid  natural
mapalad puhunan  masuwerte  kapital
bukod-tangi magmadali  naiiba  mag-apura
mabilis pila  matulin  hanay
digmaan magisip-isip  gera  magmuni-muni
matipid pamilya  maimot  mag-anak
bigat suwail  timbang  sutil
boses liham  tinig  sulat
pangulo pumutok  presidente  sumabog
gayahin mag-utos  tularan  mag-atas
kama mapagbigay  higaan  bukas-palad
aralin kalihim  leksiyon  sekretarya
likha pursiyento  gawa  bahagdan
likas makata  natural  poeta
magkagalit matagal  magkaaway  malaon
paligsahan sigaw  timpalak  hiyaw
problema ulam  suliranin  putahe
lungkot suntok  lumbay  sapok
tuwina upuan  lagi  silya
maliit sakop  munti  saklaw
hugis suweldo  korte  sahod
bintang sang-ayon  paratang  pabor
taksil wika  traidor  lengguwahe
laki lungkot  sukat  lumbay
masipag tibok  matiyaga  pintig
bata hiram  musmos  utang
pangulo wika  presidente  lengguwahe
harang mayabang  hadlang  hambog
huwaran magkagalit  modelo  magkaaway
dahan-dahan likha  hinay-hinay  gawa
pasikut-sikot talaan  paliguy-ligoy  listahan
dami lugar  bilang  pook
karaniwan tadhana  ordinaryo  kapalaran
liham magtira  sulat  magtabi
damdamin harang  saloobin  hadlang
liham suntok  sulat  sapok
umiwas upuan  umilag  silya
aksidente nakalilibang  sakuna  kawili-wili
gaod tiyak  sagwan  sigurado
maawain wika  mahabagin  lengguwahe
mapalad tirahan  masuwerte  tahanan
lakbay makintab  biyahe  makinang
nakalilibang pamilya  kawili-wili  mag-anak
dami puhunan  bilang  kapital
sakop sang-ayon  saklaw  pabor
anyaya sundin  imbita  tumalima
bihira hiram  madalang  utang
maliit masarap  munti  malinamnam
umako uri  umamin  klase
tama umako  tumpak  umamin
maalaga tiyak  maaruga  sigurado
opisina sang-ayon  tanggapan  pabor
mabilis pumunta  matulin  tumungo
puhunan saksi  kapital  testigo
dami desisyon  bilang  pasiya
kriminal tuwa  salarin  galak
mananahi silbi  modista  gamit
suwail suweldo  sutil  sahod
hangad tapang  nais  lakas-loob
dekorasyon madalas  palamuti  malimit
hampas paligsahan  palo  timpalak
boses matipid  tinig  maimot
kriminal mapagbigay  salarin  bukas-palad
likha nakalilibang  gawa  kawili-wili
makata malinaw  poeta  maliwanag
eksperto katarungan  dalubhasa  hustisya
opisina wika  tanggapan  lengguwahe
naloko sigaw  nalinlang  hiyaw
magduda malamig  mag-alinlangan  maginaw
hanapbuhay magmukmok  trabaho  magmaktol
gusto ibig sinasaad  hilig  sinasabi
sidhi tuwina  tindi  lagi
bilanggo paningin  preso  pananaw
problema simot  suliranin  said
away makitid  laban  makipot
nakalilibang simula  kawili-wili  umpisa
dasal madalas  dalangin  malimit
pumunta ulam  tumungo  putahe
puwersa sawi  lakas  bigo
pila problema  hanay  suliranin
dulo madalas  hangganan  malimit
tuwina umako  lagi  umamin
katarungan sumpa  hustisya  panata
katas wika  dagta  lengguwahe
kriminal lugar  salarin  pook
bulok sagot  panis  tugon
away simot  laban  said
pangarap sang-ayon  mithi  pabor
matamo umako  makamit  umamin
bigat dala  timbang  hatid
lansangan tulong  kalye  suporta
gobyerno gumaling  pamahalaan  maghilom
lugar magtira  pook  magtabi
sidhi simula  tindi  umpisa
bantog dalampasigan  tanyag  baybayin
gitna hampas  sentro  palo
malamig tulong  maginaw  suporta
eksperto tamad  dalubhasa  batugan
gumaling sidhi  maghilom  tindi
pasikut-sikot uri  paliguy-ligoy  klase
masarap pakiusap  malinamnam  samo
suweldo taksil  sahod  traidor
paaralan paningin  eskuwelahan  pananaw
edad mapalad  gulang  masuwerte
duwag laki  bahag-buntot  sukat
bandila hatol  watawat  husga
berde suweldo  luntian  sahod
mag-utos ulam  mag-atas  putahe
bulok pantalon  panis  salawal
gitna sagot  sentro  tugon
magulat tuwa  mabigla  galak
dekorasyon matamo  palamuti  makamit
huwaran katas  modelo  dagta
simot suwail  said  sutil
butil labag  buto  ilegal
kriminal matagal  salarin  malaon
dahilan grupo  sanhi  pangkat
magmukmok wika  magmaktol  lengguwahe
pirma pumunta  lagda  tumungo
harang pangulo  hadlang  presidente
digmaan kalbo  gera  panot
alaala likha  gunita  gawa
matapang sandata  magiting  armas
likha pamaypay  gawa  abaniko
gramatika mapalad  balarila  masuwerte
gobyerno malinaw  pamahalaan  maliwanag
maaari talaan  puwede  listahan
sanay simot  bihasa  said
masipag tiyak  matiyaga  sigurado
mahigpit tuwa  istrikto  galak
palengke saysay  pamilihan  kabuluhan
tadhana upuan  kapalaran  silya
pursiyento suwail  bahagdan  sutil
huwaran paligsahan  modelo  timpalak
hardin pumalit  halamanan  humalili
damdamin matalim  saloobin  matalas
tuwa umiwas  galak  umilag
eksperto libingan  dalubhasa  sementeryo
asul magulat  bughaw  mabigla
mabuti pangarap  mainam  mithi
lungkot maalaga  lumbay  maaruga
braso sawi  bisig  bigo
presko uri  maaliwalas  klase
taksil tamad  traidor  batugan
lugar taksil  pook  traidor
bunga dayuhan  resulta  banyaga
giba puhunan  wasak  kapital
premyo sundin  gantimpala  tumalima
lansangan magduda  kalye  mag-alinlangan
gramatika tuwina  balarila  lagi
lansangan premyo  kalye  gantimpala
pumalit tibok  humalili  pintig
paligsahan sawi  timpalak  bigo
matalim serbisyo  matalas  paglilingkod
paaralan ulam  eskuwelahan  putahe
sidhi umako  tindi  umamin
magusot pamilya  malukot  mag-anak
saksi wakas  testigo  katapusan
opisina pangulo  tanggapan  presidente
plato tuwa  pinggan  galak
hiram nakalilibang  utang  kawili-wili
mabaho pumutok  maalingasaw  sumabog
laki saksi  sukat  testigo
hugis magastos  korte  magugol
hatol nakatago  husga  nakakubli
malakas sidhi  matibay  tindi
gumaling suntok  maghilom  sapok
tulong tuwa  suporta  galak
plato sundin  pinggan  tumalima
landas pangulo  daan  presidente
sinasaad tadhana  sinasabi  kapalaran
mabaho plato  maalingasaw  pinggan
mahigpit sawi  istrikto  bigo
kalihim saranggola  sekretarya  guryon
sakay tunay  lulan  totoo
kaakit-akit magastos  maalindog  magugol
sundin talaan  tumalima  listahan
magisip-isip sobra  magmuni-muni  labis
hanapbuhay hinuli  trabaho  dinakip
laki paligsahan  sukat  timpalak
talaan wakas  listahan  katapusan
handog saranggola  alay  guryon
kama kasabay  higaan  kasama
duwag magmukmok  bahag-buntot  magmaktol
away tulong  basag-ulo  suporta
libingan mapagbigay  sementeryo  bukas-palad
magastos silbi  magugol  gamit
berde pakiusap  luntian  samo
suweldo tadhana  sahod  kapalaran
saysay serbisyo  kabuluhan  paglilingkod
paligsahan plato  timpalak  pinggan
magulat presko  mabigla  maaliwalas
pirma serbisyo  lagda  paglilingkod
asal buod  ugali  lagom
lugar magkagalit  pook  magkaaway
magusot matalim  malukot  matalas
sanay tibok  bihasa  pintig
gusto ibig mag-utos  hilig  mag-atas
gayahin serbisyo  tularan  paglilingkod
madalas umiwas  malimit  umilag
gobyerno sakop  pamahalaan  saklaw
bihira landas  madalang  daan
mag-utos sakay  mag-atas  lulan
bunga tama  resulta  tumpak
pumalit pumunta  humalili  tumungo
hangad wika  nais  lengguwahe
damdamin masipag  saloobin  matiyaga
pumalit talaan  humalili  listahan
simula sinasaad  umpisa  sinasabi
sagot sidhi  tugon  tindi
gusto ibig pamilya  hilig  mag-anak
hiram kaibigan  utang  katoto
bahala talaan  mananagot  listahan
bigat bukod-tangi  timbang  naiiba
magkasinggulang sigaw  magkasintanda  hiyaw
matipid tulong  maimot  suporta
gramatika opisina  balarila  tanggapan
palingun-lingon suwail  palinga-linga  sutil
laki titik  sukat  letra
magkalaban malubha  magkatunggali  malala
anyaya likha  imbita  gawa
tadhana tala  kapalaran  bituin
pumutok sakay  sumabog  lulan
sidhi tuwa  tindi  galak
dami mahalaga  bilang  importante
sagisag tirahan  simbolo  tahanan
dulo laki  hangganan  sukat
magduda pangulo  mag-alinlangan  presidente
mayabang problema  hambog  suliranin
kuwento matamo  salaysay  makamit
nakalilibang sinasaad  kawili-wili  sinasabi
simot tapang  said  lakas-loob
magisip-isip pamilya  magmuni-muni  mag-anak
puhunan suwail  kapital  sutil
kuwento presko  salaysay  maaliwalas
laki wakas  sukat  katapusan
baliktad sigaw  tiwarik  hiyaw
magtiis maliit  magdusa  munti
magkalaban suwail  magkatunggali  sutil
tamad upuan  batugan  silya
sang-ayon saysay  pabor  kabuluhan
likha pamilya  gawa  mag-anak
pasikut-sikot sagisag  paliguy-ligoy  simbolo
dasal labag  dalangin  ilegal
mapalad pursiyento  masuwerte  bahagdan
sagot tadhana  tugon  kapalaran
pulo tadhana  isla  kapalaran
kuwento labag  salaysay  ilegal
premyo talaan  gantimpala  listahan
digmaan mag-utos  gera  mag-atas
alaala liham  gunita  sulat
dalampasigan pangarap  baybayin  mithi
maalaga taksil  maaruga  traidor
mapalad umako  masuwerte  umamin
alapaap lihim  ulap  sikreto
pantalon pila  salawal  hanay
alam matamo  batid  makamit
pumalit tadhana  humalili  kapalaran
naloko pumunta  nalinlang  tumungo
kadamay landas  kasangkot  daan
kalihim kapos  sekretarya  kulang
dekorasyon edad  palamuti  gulang
alam magkasinggulang  batid  magkasintanda
sigaw tiyak  hiyaw  sigurado
hangad wika  nais  lengguwahe
masarap tunay  malinamnam  totoo
handog libingan  alay  sementeryo
sumpa tama  panata  tumpak
umiwas wika  umilag  lengguwahe
lakbay umiwas  biyahe  umilag
tulong tuwa  suporta  galak
pumutok sinasaad  sumabog  sinasabi
madalas plato  malimit  pinggan
matipid nakalilibang  maimot  kawili-wili
magusot pumutok  malukot  sumabog
kasabay tirahan  kasama  tahanan
hampas puwersa  palo  lakas
magkagalit tibok  magkaaway  pintig
pursiyento tuwina  bahagdan  lagi
likas talaan  natural  listahan
plato tadhana  pinggan  kapalaran
bulok dasal  panis  dalangin
malamig matagal  maginaw  malaon
pursiyento serbisyo  bahagdan  paglilingkod
sang-ayon sawi  pabor  bigo
tama uri  tumpak  klase
mabango suwail  mahalimuyak  sutil
mabuntis tapang  magdalang-tao  lakas-loob
lugar problema  pook  suliranin
likas likha  natural  gawa
katarungan malakas  hustisya  matibay
silbi tulong  gamit  suporta
lunas magulat  remedyo  mabigla
pila tama  hanay  tumpak
mananahi problema  modista  suliranin
kuwento maaari  salaysay  puwede
sobra sundin  labis  tumalima
kadamay tuwina  kasangkot  lagi
edad umako  gulang  umamin
mabuntis makata  magdalang-tao  poeta
anyo wika  itsura  lengguwahe
mahalaga prutas  importante  bungang-kahoy
simot sundin  said  tumalima
magkagalit magkalaban  magkaaway  magkatunggali
sakay saranggola  lulan  guryon
braso tiyak  bisig  sigurado
mahigpit pulo  istrikto  isla
desisyon mahigpit  pasiya  istrikto
magtiis malamig  magdusa  maginaw
maalaga malakas  maaruga  matibay
mapalad tama  masuwerte  tumpak
suwail tala  sutil  bituin
bagyo dahilan  unos  sanhi
pantalon tuwina  salawal  lagi
dami tuwa  bilang  galak
matamo mayabang  makamit  hambog
malamig saranggola  maginaw  guryon
sobra suweldo  labis  sahod
batayan ulam  basehan  putahe
grupo mabuti  pangkat  mainam
giba malubha  wasak  malala
katarungan sobra  hustisya  labis
tama tapang  tumpak  lakas-loob
lakbay sinasaad  biyahe  sinasabi
sandata umiwas  armas  umilag
bantog serbisyo  tanyag  paglilingkod
sinasaad umiwas  sinasabi  umilag
away giba  basag-ulo  wasak
bilanggo handog  preso  alay
saksi tuwa  testigo  galak
tuwa umiwas  galak  umilag
makitid simula  makipot  umpisa
mag-utos sang-ayon  mag-atas  pabor
maawain sanay  mahabagin  bihasa
magulat makata  mabigla  poeta
nakalilibang tibok  kawili-wili  pintig
hurno kasabay  pugon  kasama
mabilis pumunta  matulin  tumungo
lakbay mapalad  biyahe  masuwerte
bahala malamig  mananagot  maginaw
maliit problema  munti  suliranin
talaan tiyak  listahan  sigurado
umiwas wika  umilag  lengguwahe
pumutok tirahan  sumabog  tahanan
ulam upuan  putahe  silya
tibok tuwa  pintig  galak
serbisyo tadhana  paglilingkod  kapalaran
malubha sundin  malala  tumalima
sobra tuwina  labis  lagi
hatol madalas  husga  malimit
nakatago sakay  nakakubli  lulan
nakalilibang tiyak  kawili-wili  sigurado
magkagalit matamo  magkaaway  makamit
haka prutas  hinala  bungang-kahoy
matagal palingun-lingon  malaon  palinga-linga
pirma uri  lagda  klase
maalaga magkagalit  maaruga  magkaaway
masipag sidhi  matiyaga  tindi
magmadali tirahan  mag-apura  tahanan
suwail titik  sutil  letra
away bandila  laban  watawat
silbi tadhana  gamit  kapalaran
matagal prutas  malaon  bungang-kahoy
tapang upuan  lakas-loob  silya
desisyon sundin  pasiya  tumalima
harang sobra  hadlang  labis
huwaran silbi  modelo  gamit
magkasinggulang pila  magkasintanda  hanay
duwag magusot  bahag-buntot  malukot
pumunta saysay  tumungo  kabuluhan
pumalit tala  humalili  bituin
magkalaban tadhana  magkatunggali  kapalaran
gayahin saranggola  tularan  guryon
bantog pila  tanyag  hanay
pamaypay suntok  abaniko  sapok
masarap sakop  malinamnam  saklaw
pursiyento sandata  bahagdan  armas
sigaw tulong  hiyaw  suporta
magusot sawi  malukot  bigo
opisina tama  tanggapan  tumpak
palingun-lingon talaan  palinga-linga  listahan
pirma simula  lagda  umpisa
lunas palengke  remedyo  pamilihan
pirma tiyak  lagda  sigurado
mabilis makintab  matulin  makinang
lihim paningin  sikreto  pananaw
puhunan sundin  kapital  tumalima
bihira titik  madalang  letra
tiyak uri  sigurado  klase
